	FLD0194_30_05_2006_2b	FLD0195_13_06_2006_1c	FLD0196_13_06_2006_2c	FLD0197_27_06_2006_1	FLD0198_27_06_2006_2	FLD0199_12_07_2006_1b	FLD0200_12_07_2006_2b	FLD0201_25_07_2006_1	FLD0202_02_08_2006_1b	FLD0203_02_08_2006_2b	FLD0212_15_08_2006_1a	FLD0205_15_08_2006_2a	FLD0206_22_08_2006_1	FLD0207_22_08_2006_2	FLD0208_05_09_2006_1	FLD0209_05_09_2006_2	FLD0210_12_09_2006_1a	FLD0211_12_09_2006_2b	FLD0204_26_09_2006_1b	FLD0213_26_09_2006_2a	FLD0214_10_10_2006_1	FLD0215_16_10_2006_1b	FLD0216_16_10_2006_2b	FLD0217_09_05_2007_1	FLD0218_09_05_2007_2	FLD0235_02_06_2007	FLD0219_06_07_2007_1	FLD0220_06_07_2007_2	FLD0221_02_08_2007_1	FLD0222_02_08_2007_2	FLD0223_22_08_2007_1	FLD0224_22_08_2007_2	FLD0225_05_09_2007_1	FLD0226_05_09_2007_2	FLD0227_19_09_2007_1	FLD0228_19_09_2007_2	FLD0229_26_09_2007_1	FLD0230_26_09_2007_2	FLD0231_10_10_2007_1	FLD0232_22_05_2008_1	FLD0233_01_06_2008_1	FLD0234_01_06_2008	FLD0236_25_06_2008_a	FLD0237_25_06_2008_b	FLD0238_02_07_2008	FLD0239_15_07_2008_1	FLD0240_15_07_2008_2	FLD0241_04_08_2008_4b	FLD0242_04_08_2008_2b	FLD0243_18_08_2008_4d	FLD0244_24_08_2008_2	FLD0245_29_08_2008_1	FLD0246_29_08_2008_2	FLD0248_03_09_2008_2b	FLD0247_08_09_2008_3d	FLD0249_17_09_2008_1d	FLD0250_17_09_2008_3b	FLD0251_07_10_2008_5b	FLD0252_07_10_2008_6b	FLD0253_27_10_2008_1	FLD0254_27_10_2008_2	FLD0255_20_05_2009_1	FLD0256_20_05_2009_2	FLD0257_17_06_2009_1	FLD0258_17_06_2009_2	FLD0259_08_07_2009_1	FLD0260_08_07_2009_2	FLD0261_12_07_2009_1b	FLD0262_12_07_2009_2b	FLD0263_25_07_2009_b	FLD0264_25_07_2009_p2	FLD0265_29_07_2009_1	FLD0266_08_08_2009_p2	FLD0267_22_08_2009_1	FLD0268_22_08_2009_p1	FLD0269_02_09_2009_1	FLD0270_02_09_2009_2	FLD0271_16_09_2009_1	FLD0272_16_09_2009_2	FLD0273_23_09_2009_1	FLD0274_23_09_2009_2	FLD0275_15_10_2009_1	FLD0276_15_10_2009_p2	FLD0277_05_05_2010_1	FLD0278_05_05_2010_2	FLD0279_16_06_2010_1	FLD0280_16_06_2010_2	FLD0281_05_07_2010_1	FLD0282_12_07_2010_1	FLD0283_12_07_2010_2	FLD0284_26_07_2010_1	FLD0285_10_08_2010_1	FLD0286_10_08_2010_2	FLD0289_22_08_2010_1	FLD0290_16_09_2010_1	FLD0291_16_09_2010_2	FLD0292_19_10_2010_1	FLD0293_19_10_2010_2	FLD0294_15_05_2011_1	FLD0295_15_05_2011_1	FLD0297_21_06_2011_1	FLD0298_21_06_2011_2	FLD0299_05_07_2011_1	FLD0300_05_07_2011_2	FLD0301_19_07_2011_1	FLD0302_19_07_2011_2	FLD0303_09_08_2011_1	FLD0304_09_08_2011_2	FLD0305_23_08_2011_1	FLD0306_23_08_2011_2	FLD0307_12_09_2011_1	FLD0308_12_09_2011_2	FLD0309_12_10_2011_1	FLD0310_12_10_2011_2	FLD0311_24_04_2012_1	FLD0312_07_06_2012_1	FLD0313_07_06_2012_2	FLD0314_20_07_2012_1	FLD0315_20_07_2012_2	FLD0316_14_08_2012_1	FLD0317_14_08_2012_2	FLD0318_17_09_2012_1	FLD0319_17_09_2012_2	FLD0320_17_10_2012_1	FLD0321_17_10_2012_2	FLD0323_05_06_2013_1	FLD0324_05_06_2013_2	FLD0325_03_07_2013_1	FLD0326_03_07_2013_2	FLD0327_16_08_2013_1	FLD0328_16_08_2013_2	FLD0329_27_08_2013_1	FLD0330_17_09_2013_1	FLD0331_17_09_2013_2	FLD0332_23_10_2013_1	FLD0333_23_10_2013_2	FLD0334_19_03_2015_p1	FLD0335_19_03_2015_p2	FLD0336_19_03_2015_L1	FLD0337_19_03_2015_L2	FLD0338_30_06_2015_p1	FLD0339_30_06_2015_L2	FLD0340_16_07_2015_p1	FLD0341_16_07_2015_L1	FLD0342_28_07_2015_1	FLD0344_30_07_2015_1	FLD0347_04_08_2015_1	FLD0351_10_08_2015_1	FLD0353_12_08_2015_1	FLD0355_13_08_2015_1	FLD0356_13_08_2015_2	FLD0357_03_09_2015_2	FLD0358_16_09_2015_1	FLD0359_16_09_2015_2	FLD0360_21_10_2015_1	FLD0361_21_10_2015_2	FLD0362_19_07_2016	FLD0363_20_07_2016	FLD0364_25_07_2016	FLD0365_27_07_2016	FLD0366_01_08_2016	FLD0367_09_08_2016	FLD0368_18_08_2016	FLD0369_23_08_2016	FLD0370_03_09_2016	FLD0371_15_09_2016	FLD0372_22_09_2016	FLD0373_25_10_2016
ASV_24	0	440	340	67	177	285	495	0	87	143	109	18	50	86	100	92	58	151	0	132	19	79	81	0	0	56	86	158	238	454	78	145	0	0	52	80	0	0	48	0	48	63	188	173	95	215	171	0	0	0	69	83	44	116	0	231	157	0	39	429	163	91	0	288	170	689	326	786	682	0	16	164	361	102	76	17	52	0	26	41	93	151	199	0	15	490	491	190	138	112	593	313	90	26	75	46	689	932	13	0	83	329	298	312	603	142	497	518	592	585	1215	1050	1325	1408	14	209	222	86	0	169	57	81	89	117	67	205	70	118	143	58	59	8	177	413	599	479	0	6	8	0	280	200	1004	1163	1564	677	1427	1174	2517	2429	1840	36	122	329	1490	738	2788	3358	3456	3897	5779	4152	865	1305	5460	1546	112	379
ASV_25	6	66	54	8	10	94	162	66	68	116	151	15	207	209	330	320	492	503	0	261	124	1811	1795	0	0	156	37	34	35	86	21	37	51	58	118	180	236	215	363	18	65	55	110	118	101	459	546	3	154	60	145	294	202	415	0	395	335	55	78	404	65	97	20	271	175	910	1235	1085	1142	289	107	248	305	137	100	68	112	35	86	80	94	289	135	12	0	118	114	34	47	30	112	194	55	381	4782	5232	497	490	0	6	0	11	32	9	119	83	846	1319	1387	995	151	1156	151	648	44	48	86	39	22	97	52	217	218	92	51	120	114	236	432	2214	1354	3097	2423	3130	2592	2184	42	20	0	0	327	296	1389	1064	1283	898	1153	1371	2508	1636	1843	339	1404	814	3933	1667	136	159	127	150	154	197	146	139	233	358	65	737
ASV_26	4	0	0	0	0	177	367	41	144	167	3	20	114	105	165	88	189	78	0	9	23	132	143	0	0	26	24	25	16	52	17	30	18	31	18	40	45	127	42	16	11	5	10	43	130	2135	2247	38	339	141	355	132	127	547	9	276	265	98	110	55	8	0	0	39	59	101	327	168	122	164	147	609	173	36	42	43	37	14	26	21	28	40	0	0	0	25	18	0	0	10	20	39	25	111	155	81	21	0	0	0	0	0	14	21	119	100	45	72	96	80	0	47	11	32	0	0	18	28	24	58	54	108	92	0	11	7	0	18	42	205	299	517	609	802	604	594	0	0	0	0	44	119	7952	6436	5992	3774	2690	4376	4687	2937	3972	410	617	333	680	399	177	152	121	152	88	95	42	50	125	67	0	63
ASV_27	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	18	0	0	21	0	0	0	0	0	0	467	298	655	788	575	459	442	10	28	35	0	63	54	86	93	36	545	1573	574	0	0	4916	5	8043	7156	2348	6927	1126	370	499	157	165	130	478	461	377	418	42	18	239	267	1003	620	469	1166	1253	4731	5794	3026	3149	4464	85	35	214	267	73	47	68	75	136	83	66	43	45	0	50	0	0	15	0	26	0	28	0	0	17	50	42	404	777	140	81	21	19	42	36	54	909	2086	5890	3119	1196	834	93	0	50	58	25	0	0	33	65	0	37	14	0	0	0	0	0	16	0	32	0	26	0	34	0	28	0	29	6	21	0	31	47	30	55	42	88	277	1398	0	2116	159	561
ASV_28	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	64	21	8	4	0	7	5	0	8	10	10	4	0	0	0	0	12	21	6	11	0	27	6	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	19	3	2	0	0	0	0	0	0	0	0	0	0	392	771	525	63	9	9	0	0	0	0	0	0	0	0	0	0	0	4	3	12	6	0	5	0	0	0	0	0	0	0	55	176	0	8	0	0	0	0	0	0	10	8	10	169	5	18	25	9	5	0	0	0	0	78	30	166	93	33	32	30	74	71	34	74	9	0	0	5	0	10934	9802	16175	15164	14273	3940	585	203	12633	0	3	45
ASV_29	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	34	44	490	164	1610	2444	1253	1305	1350	48	57	112	76	109	52	115	186	13	184	130	276	9	0	759	0	1683	1540	86	239	406	106	101	22	51	51	194	230	201	219	31	17	291	36	58	94	104	211	232	460	1079	1258	1320	905	11	11	112	135	27	40	23	867	5781	2223	8310	2936	2025	115	175	0	0	0	12	6	24	18	15	460	318	1574	933	456	1410	160	246	19	27	26	132	74	1593	1698	4685	4005	1361	808	79	63	69	78	135	343	461	1992	3085	1195	929	0	8	0	0	13	0	22	24	38	15	53	37	88	54	40	11	30	26	43	22	15	26	36	32	115	174	113	89	121	98	8	0
ASV_30	3	62	66	26	34	132	207	9	37	30	0	4	44	28	28	31	9	11	0	0	0	0	7	0	0	669	930	1384	45	104	0	4	0	0	0	0	9	0	0	55	255	450	867	2509	828	1672	1604	8	120	25	105	32	21	70	0	26	25	8	8	0	0	21	0	905	1173	411	597	540	421	267	116	169	268	30	32	0	10	3	0	0	0	0	0	0	0	19	14	1050	526	542	356	79	40	23	27	16	9	7	5	2	13	72	1705	2709	1759	817	166	224	303	156	0	70	6	16	90	155	511	390	334	135	86	51	45	4	0	19	88	3264	3496	239	561	116	53	47	22	28	0	0	0	0	395	427	1886	1702	1476	1101	973	863	1171	681	872	64	110	66	94	51	3053	2807	1829	2112	1153	958	251	192	1479	97	11	159
ASV_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	19	0	0	0	15	0	0	0	8	0	0	8	0	11	168	167	5909	561	1358	2170	10664	17291	187	51	333	414	92	64	57	113	0	13	0	25	0	0	0	16	0	0	0	33	34	203	130	59	66	36	60	167	155	1422	1602	84	124	95	404	189	1984	1590	4252	2834	6587	5771	149	0	32	27	16	0	31	36	130	109	50	13	0	23	0	25	18	39	24	27	10	12	12	41	79	42	19	45	22	71	34	0	0	0	0	0	0	0	0	0	0	0	0
ASV_32	3	19	41	5	10	10	4	0	0	2	12	0	27	4	137	105	50	45	3	20	0	5	18	0	0	31	23	2812	355	606	66	108	84	115	37	88	101	154	30	10	13	24	10	76	70	236	168	185	6287	406	7544	148	169	63	0	51	49	29	61	4	0	30	11	7	8	8	20	5	10	0	0	7849	0	0	11	0	3	5	5	23	43	19	4	0	0	0	0	27	157	93	224	329	186	2	12	22	8	5	0	0	0	0	0	4	4	4	1387	1053	243	144	17	37	4	2	5	0	6	6010	8975	81	135	12	13	4	0	4	7	12	0	6	1565	368	1321	2409	176	113	0	0	0	0	0	0	31	11	12	4	6	12	47	47	45	56	194	348	425	71	47	78	196	1302	3335	2552	327	84	4756	10	0	20
ASV_33	0	0	0	6	10	0	8	0	27	54	0	10	20	8	73	34	43	53	0	14	8	0	0	2	0	199	0	0	0	0	18	33	10442	11232	2165	3197	9737	12836	2782	52	141	156	116	324	268	619	871	23	470	384	527	20	12	408	0	355	348	169	522	29	0	54	20	40	28	108	140	81	79	18	0	562	96	129	143	42	92	51	118	25	58	50	24	0	0	20	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	404	277	79	542	0	61	53	37	35	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	20	0	0	0	0	28	0	637	888	838	510	383	375	264	1011	303	298	48	54
ASV_34	0	48	44	6	14	113	341	4	41	100	0	16	428	505	1204	860	366	247	0	0	5	50	54	0	0	62	13	29	48	130	144	276	163	192	37	74	104	196	51	28	9	0	155	646	181	251	239	131	1807	344	2017	2230	1951	773	0	282	330	137	337	0	0	11	0	58	56	98	252	262	306	38	22	3053	149	4138	7943	596	918	191	430	599	561	346	76	0	0	85	77	5107	8283	4428	3182	1332	749	720	126	88	27	22	0	0	6	0	7	35	11	8	365	365	292	115	0	42	0	0	0	0	16	333	409	180	234	172	149	0	0	0	7	275	222	33	414	51	167	191	41	26	0	0	0	0	6	0	11	17	12	9	8	9	38	22	10	0	3	0	10	0	8	12	13	38	34	22	18	22	49	4	0	0
ASV_35	0	0	0	0	0	0	12	0	0	5	0	0	8	0	0	6	0	0	0	0	0	0	0	0	0	14	0	0	12	8	24	59	101	103	78	109	221	294	152	0	13	18	15	26	18	12	18	0	81	42	91	0	0	53	0	34	39	22	21	0	0	0	0	0	4	8	7	12	0	0	0	27	22	93	129	18	66	0	22	33	34	25	17	0	0	0	5	20	43	67	46	799	782	330	90	63	0	0	0	0	0	0	8	0	0	0	143	62	796	690	95	317	28	67	0	23	37	65	122	3789	9190	3318	2324	458	296	32	11	38	66	1020	957	458	1080	1935	631	350	23	0	0	0	87	43	131	89	175	61	191	140	765	673	722	188	337	197	418	101	724	1646	2833	5840	4534	3377	1324	694	4482	381	26	169
ASV_36	15	534	501	1045	1506	2185	2241	34	417	596	55	31	174	107	162	191	165	213	0	74	95	664	764	0	0	105	24	37	10	15	0	0	0	8	19	0	0	25	0	39	56	81	18	69	18	14	13	0	0	0	0	134	121	37	5	306	281	11	46	2375	488	228	92	8694	8091	5234	6967	4835	5272	654	304	14	775	174	199	22	57	5	25	24	30	41	31	7	21	660	697	239	109	219	128	73	33	27	19	19	206	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	99	40	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	854	742	385	444	307	218	60	52	264	36	0	210
ASV_37	0	22	11	0	0	9	10	0	12	32	0	0	24	4	0	9	0	0	0	5	0	0	0	0	0	3	5	32	383	167	82	98	163	33	425	437	142	120	45	0	3	10	94	343	298	100	115	12	445	100	618	3	0	119	0	63	36	32	58	0	0	47	0	6	7	48	40	674	1598	65	59	1832	393	3128	4125	263	500	142	252	234	335	105	116	6	0	10	15	2334	14375	2739	2263	128	31	24	13	6	14	48	0	9	0	0	3	0	11	26	1634	1215	103	100	82	109	4	6	0	4	6	1182	1006	48	51	25	21	14	5	0	2	89	84	0	7	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	13	0	9	0	0	0	0	0	3824	4595	3342	2017	1608	709	266	230	1082	5	2	30
ASV_38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	11	18	0	0	0	0	0	0	0	0	0	0	29	0	0	0	76	89	1697	184	617	1272	5501	7951	65	31	241	205	96	68	43	53	21	0	17	13	0	16	0	0	0	0	0	0	29	61	49	0	47	35	19	128	133	855	785	17	174	143	563	308	3154	2040	6604	4594	12769	10939	293	45	87	48	41	24	26	51	177	87	117	0	0	0	0	36	25	35	0	41	0	0	19	105	84	29	0	0	0	98	35	0	0	0	0	0	0	0	0	0	0	0	0
ASV_39	0	1552	1489	234	405	1101	2267	204	287	651	278	0	327	384	463	534	251	591	0	434	49	211	233	0	0	337	334	657	844	1596	245	447	53	65	171	272	93	92	150	0	196	193	1221	1072	476	1250	1460	0	251	127	298	449	314	416	0	716	579	0	78	572	123	240	0	701	502	1336	842	1743	1773	0	38	846	408	83	54	0	0	0	0	0	0	49	63	0	0	509	431	95	91	53	360	184	96	0	0	0	0	92	0	0	105	354	270	260	710	200	545	608	832	701	1318	1691	1841	2497	0	455	457	180	82	328	138	93	122	150	0	271	144	210	333	0	0	0	0	0	0	0	0	0	0	0	0	0	162	189	263	134	173	173	367	378	299	0	0	57	253	75	439	535	456	593	902	527	110	131	805	95	0	0
ASV_40	0	119	131	39	72	84	110	12	433	596	205	38	262	236	1008	982	1704	2318	0	258	86	841	1275	31	41	816	1578	1993	230	857	46	58	120	177	23	47	303	285	344	375	571	774	1137	2569	7162	3342	3488	81	962	545	1222	241	202	846	5	808	703	211	617	181	74	145	33	182	126	137	144	308	226	414	142	507	718	137	80	37	82	0	35	19	24	21	32	13	15	81	71	50	28	130	82	28	50	23	12	0	0	0	0	0	19	0	61	52	38	39	0	0	27	45	0	44	0	31	22	39	103	134	160	69	47	179	140	34	28	59	59	99	151	640	293	116	101	216	87	110	0	0	0	0	90	69	183	160	268	246	412	398	549	452	454	113	310	287	406	162	0	0	0	0	0	0	0	0	0	0	0	14
ASV_41	0	0	0	0	0	0	0	0	0	0	82	0	0	0	17	0	26	54	0	133	23	181	220	0	0	259	0	21	67	147	335	426	326	294	598	790	554	563	668	72	150	175	168	172	531	1338	1484	34	471	204	509	0	0	497	0	615	513	45	151	666	146	40	14	59	32	64	43	50	30	16	10	618	46	19	19	20	25	17	25	58	104	447	216	10	8	15	9	0	0	0	0	0	0	22	24	17	636	722	25	18	0	41	83	86	193	52	299	547	1701	1438	737	2691	4511	9388	213	145	173	82	24	252	93	137	164	126	85	55	21	18	34	2039	421	1405	668	1513	1789	1741	30	6	0	4	27	62	206	234	371	160	427	173	509	365	349	22	52	40	772	246	0	0	0	0	0	0	7	16	12	34	0	99
ASV_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	31	55	45	20	54	96	54	32	38	0	0	11	9	10	12	31	30	39	1315	406	1650	0	12	880	0	678	722	103	287	109	13	98	21	41	16	162	144	195	239	24	10	1736	69	5011	4118	505	1078	178	425	746	993	527	248	15	10	82	59	1291	5802	1870	4847	2268	887	545	75	69	37	17	17	15	9	0	0	12	29	0	1263	1425	2969	1431	384	1345	75	177	35	63	66	729	686	1359	938	613	422	123	71	28	11	52	59	15	31	11	79	57	49	26	0	0	0	0	0	0	0	0	0	13	0	0	20	0	0	0	0	0	0	0	0	0	0	12	31	25	38	27	41	12	0	14
ASV_43	11	35	20	41	286	991	811	22	48	59	23	5	98	51	41	10	11	20	0	23	0	0	0	0	0	36	8	0	1517	1161	252	155	27	36	141	132	144	118	261	7	16	23	24515	655	8570	2123	2484	21	810	1270	1232	52	0	331	38	191	116	85	112	130	33	364	127	59	45	522	142	124	120	19	0	1841	0	155	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_44	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	6	0	5	0	0	0	3	0	0	0	0	0	0	40	93	14	12	14	8	16	15	23	20	11	0	0	0	0	0	0	0	0	4	59	1349	81	5	0	1189	0	1018	1053	506	1197	38	0	42	0	20	6	41	74	43	69	10	7	137	91	49	64	27	41	131	149	52	39	62	15	0	0	8	7	0	0	0	632	854	515	363	57	34	10	24	0	0	0	7	0	0	6	4	706	339	1772	1050	102	502	28	92	32	7	28	30	36	148	144	49	41	8	6	0	0	0	6	0	8	0	14	25	0	0	0	0	0	0	0	0	4	0	4	0	28	60	198	163	210	23	365	146	408	82	5948	11156	5802	3578	2774	1580	694	400	2161	174	17	89
ASV_45	0	0	0	0	0	0	0	0	0	0	26	0	10	19	30	30	6	20	0	35	0	22	30	0	0	0	0	0	0	8	25	28	10	8	16	23	10	7	4	0	0	0	0	0	0	0	0	0	0	0	7	64	59	10	0	89	66	4	10	8	0	0	0	0	0	0	0	0	6	0	0	0	4	15	12	12	32	55	89	149	155	105	79	0	0	7	5	3	0	0	9	238	48	263	71	38	0	19	0	3	0	0	0	0	0	0	404	321	1137	647	267	633	62	157	15	0	5	33	12	1288	1044	3775	3126	1693	955	20	22	23	26	890	5014	1488	2924	5199	2107	1247	26	0	0	0	8	8	20	20	30	10	28	36	105	71	55	0	117	65	1613	331	38	37	142	201	853	3293	2281	1725	1350	1295	94	199
ASV_46	119	231	158	63	49	35	46	0	3	20	7	0	44	41	10	14	9	16	0	13	0	39	0	7	18	26	12	6	13	15	0	12	0	4	15	15	10	14	27	7	12	21	0	6	0	0	9	0	0	0	0	18	10	0	0	4	0	0	0	60	58	9591	2243	1638	1014	1221	404	951	830	249	85	6	124	57	20	32	68	32	49	52	41	593	969	655	489	718	735	68	86	57	181	50	3	7	17	7	26	16	77	82	0	0	8	21	17	4	7	3	0	2	4	8	23	49	3016	4251	5919	288	132	529	190	179	202	629	770	942	448	281	402	98	28	282	156	234	841	1339	41	44	0	0	106	78	177	142	93	62	81	91	133	167	121	45	22	15	452	292	82	90	60	44	107	50	26	38	78	22	24	264
ASV_47	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1851	0	0	0	171	0	39	45	24	83	0	0	0	0	0	5	0	3	3	4	0	0	0	4	0	0	404	2043	25	54	22	30	22	3	0	0	0	0	0	0	0	59	428	1067	8507	572	277	10	14	0	0	0	0	0	4	19	12	422	494	99	74	25	432	0	20	0	0	0	0	0	880	1405	18	19	0	0	0	0	0	0	21	114	339	138	205	20	10	0	0	0	0	0	0	0	0	0	0	0	12	15	7	33	644	10445	13921	775	337	0	0	0	4	4	6	43	14	8	3	0	5
ASV_48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	26745	11229	5066	2001	196	321	57	31	13	35	3	21	52	17	18	0	0	0	0	0	0	0	0	0	8	4	3	6	0	0	0	2	0	3	0	0	0	0	0	0	76	113	26	0	19	0	17	14	8	0	3	0	0	0	37	46	56	28	153	21	6	0	185	3	0	4
ASV_49	0	124	145	139	250	187	222	0	32	50	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	44	78	134	46	86	5	6	13	0	0	0	7	16	11	0	67	88	1000	2868	1663	1034	1102	27	295	207	378	0	0	56	0	38	38	0	41	0	0	22	16	1350	1147	1472	1326	1123	1121	186	94	98	496	46	56	0	33	0	20	18	0	0	11	4	0	1098	1241	813	273	1000	229	32	0	0	0	26	0	0	0	0	0	0	128	61	110	63	0	0	23	0	0	18	0	0	0	8957	8507	218	556	49	94	52	41	17	0	228	119	823	992	64	39	0	0	0	0	0	0	0	0	0	44	54	112	122	81	0	64	0	55	34	0	6	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
ASV_50	0	6	3	22	24	3	4	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	297	136	37	46	0	0	0	0	0	0	0	0	3	0	0	0	42	19	543	98	103	5	189	403	197	0	0	469	0	229	241	77	182	8	3	28	3	49	23	44	106	72	50	0	2	38	29	2	4	0	0	0	0	0	0	3	0	0	0	2	0	6	62	5	97	11	13	167	16	4	0	0	0	0	0	0	0	8	35	7	0	0	38	83	6	31	0	14	10	0	3	267	35	107	45	384	559	65	49	50	37	42	122	3800	30	1585	219	257	83	25	0	0	0	0	25	18	11	14	27	33	353	423	1559	1241	478	143	179	212	49	33	63	72	23	68	20	9	14	29	14	8904	11980	1325
ASV_51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	49	1220	989	4855	3744	212	74	47	65	153	41	129	1219	2174	4383	3922	112	45	72	8	229	102	199	199	278	178	402	274	796	638	423	64	96	100	5464	2429	78	101	77	74	80	98	72	121	80	440	43	329
ASV_52	0	0	5	4	2	11	6	0	72	105	8	34	426	313	716	625	237	296	0	10	0	23	14	0	0	14	59	749	0	10	0	10	13	19	0	0	9	13	0	0	6	0	6	89	121	93	88	13	159	8	180	948	932	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	4	0	0	326	0	0	26	0	7	16	17	31	85	24	3	0	0	0	0	290	667	439	236	45	23	3	12	0	8	2	0	0	0	0	13	6	621	379	978	535	132	62	0	5	0	4	16	8	11	2360	4101	17	24	6	5	0	0	0	4	86	109	187	3683	121	81	83	21	30	0	0	0	0	15	25	133	54	44	191	46	887	114	34	256	0	0	0	5	0	666	591	1793	3600	3315	1007	423	108	3343	3	0	15
ASV_53	39	62	77	38	37	45	77	29	17	49	65	0	154	150	128	126	70	185	0	124	35	219	166	47	64	74	21	68	86	75	22	22	7	9	69	106	69	63	110	27	35	56	11	15	2	0	20	0	0	3	0	108	88	0	0	18	13	0	0	80	50	133	53	47	27	49	30	61	35	36	0	0	0	4	0	0	0	3	0	0	0	14	21	13	12	60	41	0	0	0	13	0	0	0	0	0	0	0	0	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	17	16	24	0	0	0	0	0	0	0	0	0	31	11	0	0	0	0	0	0	55	61	54	8	0	0	286	181	308	240	247	86	249	156	289	409	263	127	48	43	4056	2772	1351	1365	1147	761	1757	1122	1235	1150	1497	1206	658	10098
ASV_54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	32	27	34	27	19	0	0	0	17	62	34	26	212	92	430	772	784	438	0	0	9	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	7	0	0	10	41	231	143	376	231	1673	1236	3093	2374	0	20	16	15	0	16	61	1981	2744	8553	6802	61	27	7	0	0	0	17	14	15	0	24	14	38	24	16	15	37	46	3309	639	150	147	154	416	470	307	134	87	476	42	0	0
ASV_55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9539	8185	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	10493	17	0	0	907	0	445	455	1228	3025	9	8	7	0	0	5	14	11	12	45	0	0	10	3473	38	118	7	8	0	17	14	0	0	0	0	0	0	0	0	0	0	0	17	26	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	19	0	0	0	0	0	0	0	60	280	53	101	140	0	0	0	16	0	0	0
